is_anomalous,category,raw_log,cpu_utilization,memory_utilization,process_count,unusual_process_executed,privilege_escalation_attempt,duration,src_bytes,dst_bytes,wrong_fragment,count,srv_count,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,c2_beaconing_score,dns_tunneling_flag,impossible_travel,mfa_bypass,privilege_changes,login_hour,read_bytes_sec,write_bytes_sec,exfiltration_ratio
0,normal,Telemetry stream verified: Core metrics secure.,81.81,80.28,271,0,0,2.4478,1026,607,0,156,110,0.9955,0.1304,184,165,0.0325,0,0,0,0,15,2492.32,1266.36,1.6903
0,normal,Telemetry stream verified: Core metrics secure.,79.16,83.33,270,0,0,2.315,257,2794,0,157,127,0.8025,0.1404,167,159,0.0237,0,0,0,0,16,2564.8,2247.6,0.092
0,normal,Telemetry stream verified: Core metrics secure.,87.43,86.22,271,0,0,1.3154,906,1552,0,163,121,0.881,0.0154,163,163,0.0645,0,0,0,0,10,2842.01,1990.67,0.5838
0,normal,Telemetry stream verified: Core metrics secure.,84.36,84.14,268,0,0,0.1972,103,739,0,163,121,0.8083,0.0224,206,176,0.114,0,0,0,0,16,2843.48,2814.56,0.1394
0,normal,Telemetry stream verified: Core metrics secure.,75.06,80.16,276,0,0,1.5074,314,1446,0,156,121,0.8567,0.0153,183,155,0.0832,0,0,0,0,15,2231.17,1029.39,0.2172
1,Misconfigured node,Config Auditor: Unrestricted network ingress policy open to external public scopes (0.0.0.0/0).,76.66,90.63,266,0,0,2.4093,1469,1235,0,159,127,0.8257,0.0352,174,130,0.0086,0,0,0,1,15,3235.45,2083.88,1.1895
0,normal,Telemetry stream verified: Core metrics secure.,79.35,87.14,283,0,0,0.6142,1577,3483,0,158,115,0.9265,0.0211,161,128,0.119,0,0,0,0,15,3146.96,2246.25,0.4528
1,Compromised VM,Integrity Alert: Local privilege escalation shell spawned by unrecognized compiler runtime.,99.53,97.14,400,1,1,0.3256,873,68,0,159,141,0.9648,0.075,195,173,0.0552,0,0,0,0,10,2623.66,1550.19,12.8382
0,normal,Telemetry stream verified: Core metrics secure.,79.39,86.26,284,0,0,1.1728,884,4502,0,163,139,0.9147,0.1468,198,135,0.0387,0,0,0,0,14,3267.13,1513.18,0.1964
0,normal,Telemetry stream verified: Core metrics secure.,85.45,90.02,266,0,0,1.5881,79,1578,0,163,143,0.9041,0.1045,184,156,0.0606,0,0,0,0,14,2941.6,1740.47,0.0501
0,normal,Telemetry stream verified: Core metrics secure.,77.76,83.49,269,0,0,1.9686,363,1555,0,157,135,0.8857,0.1377,181,137,0.002,0,0,0,0,14,2502.23,1002.42,0.2334
0,normal,Telemetry stream verified: Core metrics secure.,79.51,86.63,268,0,0,2.205,385,6877,0,160,138,0.8563,0.0455,168,159,0.0137,0,0,0,0,15,2655.1,2466.07,0.056
0,normal,Telemetry stream verified: Core metrics secure.,78.58,87.2,278,0,0,1.6315,1282,2281,0,156,112,0.8418,0.1072,177,140,0.103,0,0,0,0,13,3525.58,1220.16,0.562
1,Lateral movement,Security Alert: Sweep port scan detected originating from internal service socket.,95.0,85.88,284,0,0,0.4697,2696,2227,0,213,192,0.8428,0.8742,186,142,0.0653,0,0,0,0,10,2136.6,1619.21,1.2106
0,normal,Telemetry stream verified: Core metrics secure.,74.87,84.86,276,0,0,1.0837,310,343,0,159,112,0.8347,0.0614,171,166,0.0838,0,0,0,0,17,3317.69,2718.91,0.9038
0,normal,Telemetry stream verified: Core metrics secure.,78.6,78.69,283,0,0,1.1029,1086,6162,0,156,115,0.8341,0.1088,171,134,0.0706,0,0,0,0,17,2604.54,2022.32,0.1762
1,Botnet node,Security Alert: High-rate outbound beacon detected matching known C2 channels.,100.0,87.76,282,0,0,0.7637,88725,1500,0,158,141,0.8344,0.116,166,147,0.9198,1,0,0,0,9,3052.91,2454.56,59.15
1,Misconfigured node,Config Auditor: Unrestricted network ingress policy open to external public scopes (0.0.0.0/0).,83.86,77.08,275,0,0,0.9135,573,784,0,164,138,0.8304,0.036,184,152,0.0579,0,0,0,1,9,2688.55,2327.82,0.7309
0,normal,Telemetry stream verified: Core metrics secure.,78.63,83.24,281,0,0,0.5136,2396,2665,0,162,131,0.8345,0.0442,163,169,0.0788,0,0,0,0,13,3130.6,2438.04,0.8991
0,normal,Telemetry stream verified: Core metrics secure.,78.86,87.88,265,0,0,1.7137,539,4893,0,159,141,0.8009,0.1242,187,127,0.1083,0,0,0,0,17,2381.42,1927.24,0.1102
0,normal,Telemetry stream verified: Core metrics secure.,83.05,85.63,265,0,0,0.4605,65,1017,0,165,127,0.8266,0.0772,206,166,0.1137,0,0,0,0,13,1762.92,1058.12,0.0639
0,normal,Telemetry stream verified: Core metrics secure.,80.49,86.73,266,0,0,0.6784,350,3198,0,160,120,0.9886,0.0665,200,168,0.0134,0,0,0,0,9,3532.11,2199.66,0.1094
0,normal,Telemetry stream verified: Core metrics secure.,80.3,88.68,268,0,0,0.7874,1840,239,0,156,131,0.87,0.0732,193,145,0.0592,0,0,0,0,14,2411.58,1227.96,7.6987
1,Misconfigured node,Config Auditor: Unrestricted network ingress policy open to external public scopes (0.0.0.0/0).,74.86,84.68,276,0,0,0.718,476,55,0,157,132,0.9097,0.0364,184,128,0.1006,0,0,0,1,16,2119.35,1013.6,8.6545
0,normal,Telemetry stream verified: Core metrics secure.,80.33,84.59,271,0,0,2.0182,752,5263,0,164,147,0.888,0.0115,205,162,0.0421,0,0,0,0,17,2597.17,2416.48,0.1429
1,Insider misuse,Identity Alert: Multiple credential validation mismatches combined with large volume data reads.,82.8,80.2,274,0,0,1.7375,1867495,4548,0,159,130,0.8305,0.0907,195,157,0.0708,0,1,1,1,8,329865.98,1582.03,410.619
1,Misconfigured node,Config Auditor: Unrestricted network ingress policy open to external public scopes (0.0.0.0/0).,76.6,85.12,280,0,0,1.6043,322,74,0,165,131,0.8923,0.072,166,149,0.0839,0,0,0,1,18,3298.7,1213.27,4.3514
1,Misconfigured node,Config Auditor: Unrestricted network ingress policy open to external public scopes (0.0.0.0/0).,76.54,82.04,277,0,0,0.9545,1727,1945,0,161,113,0.9501,0.1144,200,162,0.1086,0,0,0,1,12,2781.03,2499.38,0.8879
0,normal,Telemetry stream verified: Core metrics secure.,76.93,87.55,273,0,0,2.0196,1619,2592,0,158,112,0.8846,0.0551,202,164,0.0837,0,0,0,0,9,1977.88,1269.2,0.6246
0,normal,Telemetry stream verified: Core metrics secure.,87.55,82.75,265,0,0,0.7236,1901,1399,0,158,124,0.8604,0.1153,201,164,0.0941,0,0,0,0,11,2753.33,2409.44,1.3588
0,normal,Telemetry stream verified: Core metrics secure.,71.96,84.99,272,0,0,0.8984,660,7547,0,161,132,0.8598,0.0441,167,157,0.0926,0,0,0,0,10,1565.28,2680.01,0.0875
0,normal,Telemetry stream verified: Core metrics secure.,84.92,89.2,271,0,0,0.633,632,1041,0,160,121,0.9667,0.1339,184,150,0.0444,0,0,0,0,14,2258.49,2791.2,0.6071
0,normal,Telemetry stream verified: Core metrics secure.,80.42,86.48,268,0,0,1.2195,2860,4228,0,163,140,0.8222,0.0179,196,175,0.071,0,0,0,0,18,3376.74,1904.41,0.6764
0,normal,Telemetry stream verified: Core metrics secure.,78.54,80.42,273,0,0,1.0319,107,887,0,164,144,0.9462,0.148,175,143,0.088,0,0,0,0,14,2673.07,1099.84,0.1206
0,normal,Telemetry stream verified: Core metrics secure.,83.23,87.36,284,0,0,2.17,545,1156,0,162,116,0.9286,0.1053,176,145,0.0959,0,0,0,0,10,2815.38,2745.51,0.4715
0,normal,Telemetry stream verified: Core metrics secure.,80.22,85.82,265,0,0,2.3482,789,9384,0,160,112,0.9363,0.1116,185,160,0.0243,0,0,0,0,17,2935.61,1680.14,0.0841
0,normal,Telemetry stream verified: Core metrics secure.,78.56,86.93,266,0,0,1.125,113,2534,0,165,119,0.826,0.0937,205,144,0.0717,0,0,0,0,16,2340.94,2615.2,0.0446
1,Malicious container,Docker Monitor: Container breakout detected. Local host directories mounting bypass active.,93.37,92.0,272,1,1,0.3032,116,704,0,163,114,0.9468,0.1068,198,152,0.1049,0,0,0,0,13,3711.34,1796.71,0.1648
0,normal,Telemetry stream verified: Core metrics secure.,77.73,82.4,270,0,0,1.1207,2237,2758,0,159,141,0.8455,0.014,204,172,0.1097,0,0,0,0,13,3232.93,1823.04,0.8111
0,normal,Telemetry stream verified: Core metrics secure.,71.84,89.15,269,0,0,1.6973,586,2476,0,161,143,0.859,0.0792,204,159,0.0901,0,0,0,0,18,2174.74,2334.48,0.2367
0,normal,Telemetry stream verified: Core metrics secure.,86.85,87.73,271,0,0,2.1913,2315,2382,0,160,129,0.9016,0.1166,186,140,0.0481,0,0,0,0,16,3352.49,1353.45,0.9719
0,normal,Telemetry stream verified: Core metrics secure.,73.36,81.05,279,0,0,2.4691,669,258,0,159,132,0.9854,0.0967,204,165,0.0406,0,0,0,0,15,1881.58,2229.41,2.593
0,normal,Telemetry stream verified: Core metrics secure.,83.07,83.04,276,0,0,1.1245,333,923,0,164,128,0.8179,0.0516,198,150,0.1094,0,0,0,0,8,3507.35,2621.57,0.3608
0,normal,Telemetry stream verified: Core metrics secure.,73.15,88.31,278,0,0,0.5733,1556,523,0,161,140,0.9215,0.0643,194,164,0.0324,0,0,0,0,11,1575.39,1952.52,2.9751
0,normal,Telemetry stream verified: Core metrics secure.,74.96,81.07,268,0,0,2.4436,667,1022,0,158,134,0.8058,0.0622,170,150,0.1123,0,0,0,0,13,2611.43,1260.33,0.6526
1,Misconfigured node,Config Auditor: Unrestricted network ingress policy open to external public scopes (0.0.0.0/0).,81.16,84.15,270,0,0,2.1125,340,1075,0,161,137,0.8779,0.1022,161,162,0.087,0,0,0,1,13,3566.81,952.19,0.3163
0,normal,Telemetry stream verified: Core metrics secure.,82.81,84.15,276,0,0,1.927,485,1408,0,161,113,0.8271,0.0157,184,169,0.0448,0,0,0,0,15,2686.41,2610.29,0.3445
0,normal,Telemetry stream verified: Core metrics secure.,78.0,82.83,283,0,0,1.8987,73,210,0,156,133,0.8697,0.0655,202,130,0.0058,0,0,0,0,16,3220.58,2494.13,0.3476
1,Compromised VM,Integrity Alert: Local privilege escalation shell spawned by unrecognized compiler runtime.,99.41,89.91,356,1,1,0.3052,4723,3204,0,161,113,0.9773,0.0777,197,130,0.0802,0,0,0,0,17,2064.76,2385.86,1.4741
0,normal,Telemetry stream verified: Core metrics secure.,74.75,86.86,272,0,0,1.5304,791,994,0,161,143,0.8022,0.0244,170,171,0.0789,0,0,0,0,9,2912.22,1012.35,0.7958
0,normal,Telemetry stream verified: Core metrics secure.,74.1,82.53,269,0,0,0.2832,70,884,0,162,145,0.8358,0.0404,206,171,0.0492,0,0,0,0,17,2438.24,1170.28,0.0792
1,Compromised VM,Integrity Alert: Local privilege escalation shell spawned by unrecognized compiler runtime.,86.1,86.31,394,1,1,1.4411,327,233,0,161,132,0.8264,0.1423,205,165,0.0009,0,0,0,0,15,3271.15,2509.66,1.4034
0,normal,Telemetry stream verified: Core metrics secure.,73.39,86.75,280,0,0,1.9233,2075,1120,0,163,139,0.9394,0.0964,197,166,0.0652,0,0,0,0,10,2072.27,1918.42,1.8527
0,normal,Telemetry stream verified: Core metrics secure.,77.8,87.34,266,0,0,0.7993,116,820,0,159,124,0.8368,0.1421,160,142,0.0842,0,0,0,0,13,3222.65,2371.84,0.1415
0,normal,Telemetry stream verified: Core metrics secure.,75.81,87.34,277,0,0,0.8166,1088,5651,0,156,138,0.9737,0.0521,175,132,0.0618,0,0,0,0,11,2422.09,2251.4,0.1925
0,normal,Telemetry stream verified: Core metrics secure.,85.25,90.61,270,0,0,0.6456,547,1084,0,164,145,0.9799,0.1473,204,166,0.0588,0,0,0,0,18,1856.25,1635.12,0.5046
0,normal,Telemetry stream verified: Core metrics secure.,77.2,85.93,268,0,0,0.3674,538,3221,0,157,135,0.963,0.0584,157,162,0.1146,0,0,0,0,15,2499.05,1748.45,0.167
0,normal,Telemetry stream verified: Core metrics secure.,78.77,82.46,271,0,0,2.3644,962,974,0,163,142,0.8866,0.0886,178,158,0.0685,0,0,0,0,16,1895.88,2415.59,0.9877
0,normal,Telemetry stream verified: Core metrics secure.,82.99,83.17,277,0,0,2.4489,215,2248,0,165,118,0.9275,0.1368,191,159,0.0854,0,0,0,0,12,3234.73,1672.25,0.0956
0,normal,Telemetry stream verified: Core metrics secure.,75.77,83.26,271,0,0,1.6665,235,1109,0,162,133,0.9035,0.1413,204,130,0.0276,0,0,0,0,14,3215.81,1345.6,0.2119
0,normal,Telemetry stream verified: Core metrics secure.,78.62,82.28,270,0,0,2.2989,255,414,0,156,122,0.9865,0.12,197,152,0.0024,0,0,0,0,9,2332.55,987.51,0.6159
1,Compromised VM,Integrity Alert: Local privilege escalation shell spawned by unrecognized compiler runtime.,93.25,89.93,366,1,1,2.2922,665,3577,0,157,136,0.9411,0.112,182,134,0.0376,0,0,0,0,11,2474.09,2187.67,0.1859
1,Botnet node,Security Alert: High-rate outbound beacon detected matching known C2 channels.,100.0,85.67,272,0,0,0.282,117371,1500,0,159,134,0.8538,0.0485,162,165,0.9797,1,0,0,0,17,1835.99,2063.13,78.2473
1,Misconfigured node,Config Auditor: Unrestricted network ingress policy open to external public scopes (0.0.0.0/0).,79.91,83.71,266,0,0,2.0144,227,4860,0,160,126,0.8785,0.1347,188,132,0.1067,0,0,0,1,9,3402.75,2435.58,0.0467
0,normal,Telemetry stream verified: Core metrics secure.,85.32,86.42,268,0,0,1.5529,1004,1754,0,165,117,0.815,0.0535,202,154,0.0795,0,0,0,0,11,3344.84,2088.33,0.5724
1,Misconfigured node,Config Auditor: Unrestricted network ingress policy open to external public scopes (0.0.0.0/0).,87.88,78.78,283,0,0,2.0324,465,5189,0,160,139,0.8584,0.043,174,143,0.03,0,0,0,1,9,2357.4,1626.38,0.0896
0,normal,Telemetry stream verified: Core metrics secure.,82.14,89.11,271,0,0,1.4647,142,2146,0,160,133,0.9942,0.09,206,175,0.0106,0,0,0,0,14,1803.5,2402.42,0.0662
0,normal,Telemetry stream verified: Core metrics secure.,85.75,84.63,280,0,0,0.972,567,1365,0,159,141,0.9538,0.1498,178,157,0.0986,0,0,0,0,9,2655.07,1764.27,0.4154
0,normal,Telemetry stream verified: Core metrics secure.,78.32,84.11,271,0,0,0.5833,306,1057,0,159,126,0.8182,0.1414,167,148,0.1038,0,0,0,0,15,3479.66,1727.44,0.2895
1,Lateral movement,Security Alert: Sweep port scan detected originating from internal service socket.,95.0,82.32,279,0,0,0.2434,467,1056,0,126,209,0.9054,0.8092,206,144,0.0988,0,0,0,0,8,3588.72,1953.3,0.4422
0,normal,Telemetry stream verified: Core metrics secure.,80.75,83.83,278,0,0,1.9455,514,4268,0,161,114,0.9924,0.0183,192,140,0.0684,0,0,0,0,8,2294.07,2210.97,0.1204
0,normal,Telemetry stream verified: Core metrics secure.,74.21,90.56,270,0,0,0.7723,2384,6120,0,159,141,0.9845,0.0108,166,137,0.1054,0,0,0,0,11,2496.16,1142.99,0.3895
0,normal,Telemetry stream verified: Core metrics secure.,81.59,86.41,283,0,0,0.3735,1050,8691,0,158,131,0.8727,0.1287,196,152,0.0855,0,0,0,0,15,1794.17,2255.97,0.1208
0,normal,Telemetry stream verified: Core metrics secure.,80.36,86.39,280,0,0,1.5433,93,2100,0,157,116,0.8417,0.0252,195,137,0.0028,0,0,0,0,15,2744.08,2054.3,0.0443
0,normal,Telemetry stream verified: Core metrics secure.,82.42,88.45,274,0,0,1.6306,2137,253,0,164,139,0.9461,0.0366,208,157,0.1047,0,0,0,0,9,2811.25,1355.59,8.4466
1,Malicious container,Docker Monitor: Container breakout detected. Local host directories mounting bypass active.,97.66,93.8,277,1,1,0.9548,194,2779,0,157,141,0.8989,0.0682,183,143,0.0058,0,0,0,0,15,2941.85,1674.61,0.0698
0,normal,Telemetry stream verified: Core metrics secure.,83.09,89.54,271,0,0,1.6792,785,1029,0,157,118,0.9237,0.0371,202,169,0.0509,0,0,0,0,9,3562.71,1547.9,0.7629
0,normal,Telemetry stream verified: Core metrics secure.,74.35,82.74,276,0,0,2.2069,125,4643,0,163,137,0.9124,0.0502,165,130,0.1063,0,0,0,0,18,2098.7,2368.44,0.0269
0,normal,Telemetry stream verified: Core metrics secure.,83.19,86.04,278,0,0,0.5192,117,7785,0,161,116,0.8053,0.0925,180,176,0.1017,0,0,0,0,17,3505.16,2758.38,0.015
0,normal,Telemetry stream verified: Core metrics secure.,84.11,88.0,272,0,0,1.3674,2925,1810,0,157,127,0.9929,0.0495,203,152,0.0545,0,0,0,0,9,2251.82,2176.57,1.616
1,Malicious container,Docker Monitor: Container breakout detected. Local host directories mounting bypass active.,86.59,90.84,278,1,1,2.1775,911,332,0,165,143,0.8223,0.0828,192,161,0.0273,0,0,0,0,14,2072.54,1317.29,2.744
0,normal,Telemetry stream verified: Core metrics secure.,79.76,87.31,272,0,0,0.9137,69,1316,0,164,121,0.9977,0.1371,198,145,0.0086,0,0,0,0,16,2888.2,1476.52,0.0524
0,normal,Telemetry stream verified: Core metrics secure.,73.98,83.5,266,0,0,1.257,617,1969,0,162,140,0.9836,0.137,207,168,0.065,0,0,0,0,11,3420.18,1685.7,0.3134
0,normal,Telemetry stream verified: Core metrics secure.,84.18,87.67,282,0,0,2.2964,169,1999,0,161,127,0.9085,0.0463,198,169,0.0011,0,0,0,0,18,2759.83,2435.19,0.0845
0,normal,Telemetry stream verified: Core metrics secure.,79.39,82.43,268,0,0,1.0312,713,2796,0,165,116,0.8229,0.1306,197,153,0.1061,0,0,0,0,14,3212.8,2782.77,0.255
0,normal,Telemetry stream verified: Core metrics secure.,76.42,86.26,276,0,0,1.8808,451,4851,0,157,126,0.8533,0.1031,173,126,0.0805,0,0,0,0,10,2610.12,1587.75,0.093
1,Insider misuse,Identity Alert: Multiple credential validation mismatches combined with large volume data reads.,80.99,84.26,271,0,0,1.4377,890709,485,0,158,121,0.9825,0.0908,182,133,0.0165,0,1,1,1,11,365259.53,2226.99,1836.5134
0,normal,Telemetry stream verified: Core metrics secure.,77.68,87.5,275,0,0,0.9709,698,770,0,161,143,0.9181,0.0255,192,149,0.1089,0,0,0,0,17,2327.24,1107.16,0.9065
0,normal,Telemetry stream verified: Core metrics secure.,71.91,85.49,280,0,0,1.6831,783,769,0,165,143,0.851,0.0563,200,164,0.055,0,0,0,0,12,3190.2,2263.03,1.0182
1,Botnet node,Security Alert: High-rate outbound beacon detected matching known C2 channels.,100.0,84.2,274,0,0,2.4419,51150,1500,0,156,120,0.9675,0.0132,179,126,0.9506,1,0,0,0,15,2589.07,1956.6,34.1
0,normal,Telemetry stream verified: Core metrics secure.,79.71,86.36,274,0,0,2.0257,1136,370,0,161,120,0.8866,0.0104,184,135,0.0638,0,0,0,0,18,2304.14,1993.57,3.0703
1,Misconfigured node,Config Auditor: Unrestricted network ingress policy open to external public scopes (0.0.0.0/0).,77.47,81.97,280,0,0,0.4279,1424,272,0,157,134,0.9931,0.0252,166,170,0.0738,0,0,0,1,9,3350.94,2014.21,5.2353
0,normal,Telemetry stream verified: Core metrics secure.,83.88,88.23,276,0,0,0.7743,948,4406,0,156,129,0.9807,0.0112,189,146,0.1112,0,0,0,0,15,1881.29,1351.62,0.2152
0,normal,Telemetry stream verified: Core metrics secure.,82.64,85.21,268,0,0,1.8827,211,2075,0,161,114,0.9163,0.0218,178,154,0.0715,0,0,0,0,15,2464.7,1186.55,0.1017
0,normal,Telemetry stream verified: Core metrics secure.,79.72,85.78,265,0,0,1.6669,712,2998,0,158,140,0.9648,0.0487,161,149,0.1047,0,0,0,0,10,3187.17,1212.45,0.2375
0,normal,Telemetry stream verified: Core metrics secure.,81.43,85.58,275,0,0,1.1655,1419,982,0,159,125,0.8761,0.0179,179,161,0.0753,0,0,0,0,15,2927.47,1190.99,1.445
1,Malicious container,Docker Monitor: Container breakout detected. Local host directories mounting bypass active.,85.05,85.52,267,1,1,0.191,786,801,0,159,124,0.9827,0.0256,195,130,0.0967,0,0,0,0,11,1850.41,2436.97,0.9813
0,normal,Telemetry stream verified: Core metrics secure.,80.59,79.35,283,0,0,1.1996,3602,1335,0,158,115,0.865,0.019,170,155,0.0583,0,0,0,0,17,3362.85,1463.53,2.6981
0,normal,Telemetry stream verified: Core metrics secure.,80.47,88.44,267,0,0,2.1424,103,415,0,158,141,0.891,0.0612,168,154,0.0305,0,0,0,0,15,2761.52,2594.02,0.2482
1,Lateral movement,Security Alert: Sweep port scan detected originating from internal service socket.,95.0,88.85,265,0,0,1.2237,993,1034,0,157,200,0.8943,0.881,161,150,0.1069,0,0,0,0,16,1737.88,1008.05,0.9603
0,normal,Telemetry stream verified: Core metrics secure.,75.01,83.4,275,0,0,0.7498,239,2850,0,164,131,0.9983,0.1029,197,165,0.0632,0,0,0,0,12,2905.17,1208.56,0.0839
0,normal,Telemetry stream verified: Core metrics secure.,78.93,92.45,267,0,0,1.8307,117,3362,0,156,129,0.8714,0.1058,173,152,0.0983,0,0,0,0,11,1898.95,1892.49,0.0348
0,normal,Telemetry stream verified: Core metrics secure.,80.4,90.27,276,0,0,1.4341,294,95,0,159,136,0.8166,0.1138,162,129,0.0375,0,0,0,0,10,2366.89,1460.62,3.0947
0,normal,Telemetry stream verified: Core metrics secure.,75.28,82.68,276,0,0,0.2589,946,2619,0,160,120,0.9755,0.1445,205,144,0.025,0,0,0,0,14,2477.72,2122.3,0.3612
0,normal,Telemetry stream verified: Core metrics secure.,81.24,80.62,283,0,0,0.804,980,2822,0,160,139,0.8375,0.113,184,144,0.0543,0,0,0,0,14,2048.83,2014.59,0.3473
0,normal,Telemetry stream verified: Core metrics secure.,82.52,79.77,277,0,0,1.2799,1605,2677,0,160,128,0.9322,0.0847,177,134,0.1186,0,0,0,0,18,3011.54,2736.87,0.5996
1,Compromised VM,Integrity Alert: Local privilege escalation shell spawned by unrecognized compiler runtime.,85.78,83.57,393,1,1,1.931,300,2567,0,156,118,0.8216,0.0608,181,166,0.0733,0,0,0,0,12,3736.07,2722.39,0.1169
0,normal,Telemetry stream verified: Core metrics secure.,76.58,84.85,273,0,0,0.3107,252,1916,0,164,147,0.8387,0.0547,212,144,0.0103,0,0,0,0,9,3386.63,2125.98,0.1315
0,normal,Telemetry stream verified: Core metrics secure.,84.03,86.26,280,0,0,1.1649,632,6772,0,164,125,0.8231,0.0904,196,153,0.0786,0,0,0,0,11,2890.03,1134.25,0.0933
0,normal,Telemetry stream verified: Core metrics secure.,86.02,81.42,277,0,0,0.8248,145,1647,0,163,127,0.9013,0.1304,168,169,0.0763,0,0,0,0,13,2573.03,1266.83,0.088
1,Insider misuse,Identity Alert: Multiple credential validation mismatches combined with large volume data reads.,70.02,86.52,279,0,0,0.2838,1560684,901,0,158,125,0.9173,0.0331,170,146,0.0238,0,1,1,1,12,111993.47,1896.9,1732.1687
0,normal,Telemetry stream verified: Core metrics secure.,79.08,82.94,276,0,0,2.2093,388,529,0,164,131,0.9692,0.0671,184,137,0.0472,0,0,0,0,11,3344.98,1836.24,0.7335
1,Compromised VM,Integrity Alert: Local privilege escalation shell spawned by unrecognized compiler runtime.,98.35,93.49,414,1,1,1.8208,406,1498,0,165,143,0.8528,0.1136,202,153,0.0986,0,0,0,0,9,2585.18,2467.07,0.271
0,normal,Telemetry stream verified: Core metrics secure.,72.96,77.91,265,0,0,2.0883,1131,948,0,161,119,0.8626,0.1466,184,137,0.0567,0,0,0,0,11,1896.46,1501.9,1.193
0,normal,Telemetry stream verified: Core metrics secure.,81.13,87.45,282,0,0,2.1814,374,311,0,165,120,0.9685,0.044,202,167,0.0198,0,0,0,0,9,3400.42,2676.9,1.2026
1,Insider misuse,Identity Alert: Multiple credential validation mismatches combined with large volume data reads.,70.76,76.35,267,0,0,1.9616,1760693,1793,0,162,119,0.8214,0.035,183,129,0.0255,0,1,1,1,8,173729.26,984.04,981.9816
0,normal,Telemetry stream verified: Core metrics secure.,77.7,87.09,269,0,0,0.2127,1005,4114,0,157,129,0.902,0.0521,164,142,0.0088,0,0,0,0,16,3440.02,1589.65,0.2443
0,normal,Telemetry stream verified: Core metrics secure.,90.89,82.38,278,0,0,1.7064,333,3009,0,165,124,0.8612,0.0692,206,138,0.0554,0,0,0,0,16,1983.34,2541.83,0.1107
0,normal,Telemetry stream verified: Core metrics secure.,79.15,87.26,276,0,0,2.2723,311,622,0,162,126,0.9811,0.0911,189,177,0.0896,0,0,0,0,15,3138.63,2617.52,0.5
0,normal,Telemetry stream verified: Core metrics secure.,76.37,85.47,265,0,0,1.1239,162,1013,0,157,121,0.9889,0.0853,165,128,0.0513,0,0,0,0,10,2629.14,1321.55,0.1599
0,normal,Telemetry stream verified: Core metrics secure.,82.43,87.55,275,0,0,2.0123,646,2578,0,161,121,0.987,0.0846,170,144,0.0998,0,0,0,0,10,2368.4,1845.68,0.2506
0,normal,Telemetry stream verified: Core metrics secure.,81.82,89.72,270,0,0,1.9291,417,1193,0,162,142,0.8524,0.1317,173,148,0.0224,0,0,0,0,15,2415.45,1015.45,0.3495
0,normal,Telemetry stream verified: Core metrics secure.,77.0,85.87,274,0,0,0.5617,228,2533,0,157,136,0.917,0.0185,200,153,0.0015,0,0,0,0,18,2542.05,989.69,0.09
0,normal,Telemetry stream verified: Core metrics secure.,80.35,81.68,281,0,0,1.8263,478,1180,0,161,130,0.9967,0.0302,209,153,0.0317,0,0,0,0,8,2100.52,2183.8,0.4051
0,normal,Telemetry stream verified: Core metrics secure.,81.1,81.92,280,0,0,1.4166,469,5071,0,164,145,0.9707,0.0383,204,135,0.09,0,0,0,0,12,2229.81,1971.37,0.0925
1,Malicious container,Docker Monitor: Container breakout detected. Local host directories mounting bypass active.,93.46,86.69,284,1,1,0.6759,787,4360,0,165,118,0.8366,0.1217,182,167,0.1159,0,0,0,0,18,2191.91,1257.57,0.1805
0,normal,Telemetry stream verified: Core metrics secure.,81.56,86.07,275,0,0,1.6633,319,2216,0,161,131,0.975,0.0601,172,153,0.0522,0,0,0,0,17,3387.64,2256.07,0.144
1,Insider misuse,Identity Alert: Multiple credential validation mismatches combined with large volume data reads.,71.32,81.77,270,0,0,1.9627,1337003,3697,0,165,130,0.8059,0.0347,181,140,0.0274,0,1,1,1,12,268902.37,1932.48,361.6454
0,normal,Telemetry stream verified: Core metrics secure.,72.48,82.78,276,0,0,0.2598,870,207,0,162,117,0.8022,0.06,209,136,0.1178,0,0,0,0,12,2957.91,985.21,4.2029
0,normal,Telemetry stream verified: Core metrics secure.,80.28,79.32,278,0,0,2.1414,881,2244,0,161,130,0.9889,0.092,202,173,0.0053,0,0,0,0,10,2605.16,1943.09,0.3926
0,normal,Telemetry stream verified: Core metrics secure.,76.36,84.28,266,0,0,0.1852,987,675,0,165,141,0.8259,0.0432,189,151,0.0119,0,0,0,0,17,2185.05,2146.31,1.4622
0,normal,Telemetry stream verified: Core metrics secure.,75.93,84.99,266,0,0,1.4908,516,1463,0,161,117,0.9247,0.0436,178,164,0.1182,0,0,0,0,11,1858.36,2333.28,0.3527
0,normal,Telemetry stream verified: Core metrics secure.,73.4,87.21,279,0,0,2.1671,2281,2433,0,165,142,0.8289,0.079,190,163,0.0008,0,0,0,0,17,3341.69,1498.64,0.9375
0,normal,Telemetry stream verified: Core metrics secure.,74.55,82.16,266,0,0,2.1796,184,1071,0,158,121,0.9547,0.0094,160,138,0.0196,0,0,0,0,18,2785.46,933.03,0.1718
0,normal,Telemetry stream verified: Core metrics secure.,73.5,87.3,271,0,0,0.5777,149,779,0,161,120,0.9124,0.0429,206,164,0.0128,0,0,0,0,16,1604.68,855.93,0.1913
0,normal,Telemetry stream verified: Core metrics secure.,71.26,81.65,267,0,0,0.2182,1959,2993,0,165,146,0.8588,0.1399,186,137,0.0178,0,0,0,0,18,2642.44,1927.6,0.6545
